Estado,Municipio,Zona/Colonia,Calle/Vía de Acceso,Pilar 1 (Suelo/Extorsión),Pilar 2 (Vial/Carretera),Pilar 3 (Social/Certeza),Semáforo (Status),Dictamen & Justificación Estratégica,Latitud,Longitud,Fuentes / Evidencias Encontradas
Veracruz,Jáltipan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Jáltipan. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",17.9646,-94.7177,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,La Antigua,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en La Antigua. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.4275,-99.0964,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,La Perla,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en La Perla. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.9824,-97.1859,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Landero y Coss,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Landero y Coss. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.7427,-96.8570,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Las Choapas,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Las Choapas presenta incidentes recurrentes de extorsión a negocios, cobro de piso o tramos viales de alto riesgo en límites interestatales.",17.5635,-93.9400,[Histórico SESNSP] SESNSP - Foco rojo en corredor petroquímico o limítrofe
Veracruz,Las Minas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Las Minas. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.7039,-97.1560,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Las Vigas de Ramírez,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Las Vigas de Ramírez. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.6176,-97.0999,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Lerdo de Tejada,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Lerdo de Tejada. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.6593,-95.4900,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Los Reyes,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Los Reyes. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.6720,-97.0414,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Magdalena,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Magdalena. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.7685,-97.0486,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Maltrata,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Maltrata presenta incidentes recurrentes de extorsión a negocios, cobro de piso o tramos viales de alto riesgo en límites interestatales.",18.8436,-97.2673,[Histórico SESNSP] SESNSP - Foco rojo en corredor petroquímico o limítrofe
Veracruz,Manlio Fabio Altamirano,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Manlio Fabio Altamirano. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.0868,-96.3189,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Mariano Escobedo,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Mariano Escobedo. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.9128,-97.1301,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Martínez de la Torre,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Martínez de la Torre. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",20.1197,-97.0462,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Mecatlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Mecatlán. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",20.2072,-97.6625,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Mecayapan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Mecayapan. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.4979,-94.8519,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Medellín de Bravo,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Medellín de Bravo. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.0417,-96.1454,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Miahuatlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Miahuatlán. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.7311,-96.8827,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Minatitlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Minatitlán. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",17.9928,-94.5567,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Misantla,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Misantla. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,19.9591,-96.8581,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Mixtla de Altamirano,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Mixtla de Altamirano. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.6015,-96.9768,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Moloacán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Moloacán. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",17.9926,-94.2823,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Nanchital de Lázaro Cárdenas del Río,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Nanchital de Lázaro Cárdenas del Río. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.0703,-94.4070,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Naolinco,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Naolinco. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,19.6388,-96.8559,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Naranjal,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Naranjal. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.8123,-96.9629,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Naranjos Amatlán,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Naranjos Amatlán. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,21.3093,-97.6760,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Nautla,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Nautla. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,20.1228,-96.8012,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Nogales,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Nogales presenta incidentes recurrentes de extorsión a negocios, cobro de piso o tramos viales de alto riesgo en límites interestatales.",18.8346,-97.2017,[Histórico SESNSP] SESNSP - Foco rojo en corredor petroquímico o limítrofe
Veracruz,Oluta,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Oluta. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",17.8959,-94.9049,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Omealca,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Omealca. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.7090,-96.6759,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Orizaba,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Orizaba. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,18.8592,-97.1107,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Otatitlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Otatitlán. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.1724,-96.0393,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Oteapan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Oteapan. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",17.9874,-94.6721,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Ozuluama de Mascareñas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Ozuluama de Mascareñas. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",21.6610,-97.8506,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Pajapan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Pajapan. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.2187,-94.6636,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Papantla,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Papantla. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",20.4173,-97.3217,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Paso de Ovejas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Paso de Ovejas. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.2575,-96.4376,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Paso del Macho,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Paso del Macho. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.9476,-96.6440,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Perote,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Perote. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.5109,-97.2685,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Platón Sánchez,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Platón Sánchez. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,21.2968,-98.4217,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Playa Vicente,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Playa Vicente. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",17.7578,-95.6672,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Poza Rica de Hidalgo,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Poza Rica de Hidalgo. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",20.5377,-97.4451,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Pueblo Viejo,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Pueblo Viejo. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",22.1638,-97.8986,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Puente Nacional,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Puente Nacional. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.3137,-96.5355,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Pánuco,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Pánuco. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,22.0805,-98.2330,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Rafael Delgado,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Rafael Delgado. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.8092,-97.0715,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Rafael Lucio,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Rafael Lucio. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.5997,-96.9848,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Río Blanco,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Río Blanco presenta incidentes recurrentes de extorsión a negocios, cobro de piso o tramos viales de alto riesgo en límites interestatales.",18.8452,-97.1523,[Histórico SESNSP] SESNSP - Foco rojo en corredor petroquímico o limítrofe
Veracruz,Saltabarranca,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Saltabarranca. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.5466,-95.5234,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,San Andrés Tenejapan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en San Andrés Tenejapan. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.7715,-97.0960,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,San Andrés Tuxtla,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en San Andrés Tuxtla. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,18.4634,-95.1983,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,San Juan Evangelista,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. San Juan Evangelista presenta incidentes recurrentes de extorsión a negocios, cobro de piso o tramos viales de alto riesgo en límites interestatales.",17.7625,-95.2304,[Histórico SESNSP] SESNSP - Foco rojo en corredor petroquímico o limítrofe
Veracruz,San Rafael,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en San Rafael. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,20.2140,-96.8993,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Santiago Sochiapan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Santiago Sochiapan. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",17.6346,-95.6604,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Santiago Tuxtla,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Santiago Tuxtla. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.4656,-95.2997,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Sayula de Alemán,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Sayula de Alemán presenta incidentes recurrentes de extorsión a negocios, cobro de piso o tramos viales de alto riesgo en límites interestatales.",17.7477,-94.9544,[Histórico SESNSP] SESNSP - Foco rojo en corredor petroquímico o limítrofe
Veracruz,Sochiapa,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Sochiapa. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.1711,-96.9232,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Soconusco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Soconusco. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.0067,-94.8104,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Soledad Atzompa,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Soledad Atzompa. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.7070,-97.1836,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Soledad de Doblado,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Soledad de Doblado. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.0611,-96.4770,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Soteapan,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Soteapan presenta incidentes recurrentes de extorsión a negocios, cobro de piso o tramos viales de alto riesgo en límites interestatales.",18.2286,-94.9083,[Histórico SESNSP] SESNSP - Foco rojo en corredor petroquímico o limítrofe
Veracruz,Tamalín,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tamalín. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",21.5048,-97.6315,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tamiahua,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Tamiahua. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,21.3199,-97.4969,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Tampico Alto,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tampico Alto. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",21.8511,-97.6353,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tancoco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tancoco. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",21.2673,-97.8013,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tantima,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tantima. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",21.4128,-97.8537,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tantoyuca,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Tantoyuca. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,21.3897,-98.1971,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Tatahuicapan de Juárez,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tatahuicapan de Juárez. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.3494,-94.7596,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tatatila,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tatatila. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.7133,-97.0783,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tecolutla,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tecolutla. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",20.4185,-96.9936,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tehuipango,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tehuipango. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",18.5200,-97.0638,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tempoal,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión y desarrollo en Tempoal. Polo residencial corporativo (Boca del Río/Riviera Veracruzana) o Pueblo Mágico consolidado con alta certidumbre.,21.5503,-98.4205,[Histórico SESNSP] C4 Veracruz / ENSU INEGI - Zona de alta plusvalía y estabilidad cívica
Veracruz,Tenampa,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tenampa. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.2583,-96.8433,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tenochtitlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tenochtitlán. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.8251,-96.9420,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Teocelo,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Teocelo. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.3732,-96.9550,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tepatlaxco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tepatlaxco. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.0484,-96.8488,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tepetlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tepetlán. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",19.6639,-96.7788,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
Veracruz,Tepetzintla,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,"Condicionado en Tepetzintla. Corredor portuario, agroindustrial o cuenca del Papaloapan; operativo y transitable con precauciones habituales.",21.1605,-97.8611,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión estatal
